satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.559,0.696,5,194,3,1,0,0,sales,high
0.579,0.518,4,258,5,0,0,0,accounting,low
0.666,0.303,5,223,2,0,0,0,support,high
0.365,0.744,5,248,7,0,1,0,technical,low
0.075,0.661,3,248,3,0,1,0,IT,low
0.524,0.705,2,190,3,0,0,0,marketing,low
0.576,0.761,4,165,5,0,0,0,sales,medium
0.606,0.675,3,272,7,0,0,0,IT,high
0.129,0.193,4,188,2,0,0,0,management,low
0.765,0.777,3,166,3,0,0,0,technical,low
0.74,0.639,3,199,1,0,0,0,sales,high
0.484,0.652,4,172,3,0,0,0,RandD,medium
0.345,0.704,5,249,1,0,0,0,product_mng,low
0.588,0.292,3,136,5,0,0,0,technical,medium
0.578,0.952,5,228,1,0,0,0,technical,low
0.031,0.784,6,186,5,0,1,0,technical,low
0.64,0.538,3,267,5,0,0,0,technical,high
0.194,0.612,3,198,3,0,0,0,support,low
0.464,0.874,4,251,4,0,0,0,sales,medium
0.593,0.512,5,241,3,0,0,0,IT,low
0.782,0.492,3,204,2,0,0,0,product_mng,low
0.193,0.906,5,200,3,0,1,0,sales,low
0.332,0.474,4,201,6,0,1,0,management,low
0.411,0.091,4,162,8,0,0,0,product_mng,medium
0.643,0.669,5,144,3,0,0,0,accounting,low
0.804,0.801,3,146,3,0,0,0,sales,low
0.182,0.665,6,145,3,0,0,0,sales,low
0.655,0.66,6,130,2,0,0,0,marketing,low
0.141,0.779,5,100,1,0,0,0,product_mng,low
0.457,0.374,5,206,3,0,0,0,support,low
0.466,0.867,3,218,4,1,0,0,management,high
0.518,0.784,4,128,4,0,0,0,technical,low
0.349,0.711,3,189,2,0,0,0,sales,low
0.283,0.482,5,226,5,0,1,0,technical,medium
0.089,0.323,5,200,4,0,1,0,support,medium
0.409,0.825,4,161,3,0,0,0,support,low
0.227,0.731,5,198,6,0,0,0,technical,low
0.422,0.824,4,202,4,0,0,0,sales,medium
0.49,0.846,4,219,2,0,0,0,support,low
0.63,0.396,5,231,7,0,0,0,technical,low
0.668,0.213,4,128,3,0,0,0,support,low
0.72,0.611,3,281,3,0,0,0,product_mng,low
0.531,0.353,4,265,6,0,1,0,sales,medium
0.801,0.766,4,177,5,0,0,0,product_mng,low
0.501,0.434,4,285,3,0,0,0,sales,low
0.543,0.858,5,186,2,0,0,0,sales,high
0.273,0.591,5,234,2,1,0,0,RandD,medium
0.548,0.716,5,196,3,0,0,0,sales,medium
0.401,0.897,5,258,3,1,1,0,sales,low
0.815,0.446,3,247,4,0,0,0,support,low
0.862,0.194,4,207,4,0,0,0,technical,medium
0.382,0.293,7,140,2,1,1,0,technical,medium
0.497,0.428,3,178,3,0,0,0,accounting,low
0.475,0.573,6,93,5,0,0,0,IT,high
0.447,0.489,3,174,3,0,0,0,hr,low
0.479,0.621,2,210,4,1,0,0,sales,low
0.534,0.292,3,163,1,0,0,0,technical,high
0.315,0.443,4,211,6,0,0,0,technical,medium
0.783,0.8,3,275,3,1,0,0,sales,high
0.326,0.609,4,194,6,0,0,0,IT,low
0.234,0.865,4,105,3,0,0,0,technical,high
0.649,0.714,7,285,4,0,0,0,accounting,low
0.904,0.759,4,201,2,0,0,0,IT,medium
0.652,0.849,5,163,4,0,0,0,sales,low
0.256,0.519,3,192,3,0,0,0,support,low
0.649,0.521,4,138,2,0,0,0,sales,low
0.539,0.225,3,253,7,0,0,0,RandD,high
0.473,0.845,3,310,3,1,0,0,RandD,high
0.045,0.309,7,153,6,0,0,0,support,low
0.287,0.859,4,222,6,0,0,0,technical,low
0.246,0.754,6,168,5,0,1,0,support,high
0.559,0.598,4,229,5,0,0,0,accounting,medium
0.671,0.354,4,171,3,0,0,0,sales,high
0.256,0.19,3,212,3,0,0,0,technical,medium
0.408,0.914,5,177,9,0,0,0,RandD,low
0.666,0.207,4,159,2,0,0,0,technical,high
0.92,0.56,4,246,4,0,0,0,support,medium
0.445,0.827,5,261,5,0,0,0,support,low
0.753,0.618,5,180,2,0,0,0,technical,medium
0.381,0.165,3,175,3,0,0,0,sales,low
0.052,0.641,2,244,2,0,0,0,product_mng,low
0.413,0.386,4,159,4,1,0,0,sales,low
0.763,0.439,3,310,4,0,0,0,technical,medium
0.456,0.496,7,257,2,0,0,0,product_mng,medium
0.53,0.301,5,240,4,0,0,0,sales,low
0.571,0.988,6,165,1,0,0,0,technical,high
0.45,0.533,2,122,7,0,0,0,technical,low
0.768,0.802,4,106,10,0,0,0,sales,low
0.241,0.834,4,168,9,0,0,0,accounting,low
0.677,0.557,3,161,4,0,0,0,technical,low
0.919,0.661,3,171,8,0,0,0,product_mng,low
0.557,0.51,3,202,4,0,0,0,sales,high
0.648,0.58,5,203,7,0,0,0,marketing,medium
0.425,0.498,2,228,3,0,0,0,technical,low
0.652,0.303,4,190,10,0,1,0,support,low
0.763,0.887,4,203,9,0,0,0,sales,low
0.905,0.071,3,189,8,0,0,0,accounting,low
0.189,0.575,3,189,4,0,1,0,sales,medium
0.599,0.962,3,209,5,0,0,0,RandD,high
0.219,0.469,4,211,2,0,0,0,management,high
0.765,0.563,4,252,6,1,0,0,IT,medium
0.767,0.272,5,240,4,0,0,0,product_mng,low
0.644,0.489,5,171,3,0,0,0,RandD,high
0.607,0.732,4,171,9,0,0,0,management,medium
0.49,0.805,7,123,2,0,0,0,RandD,medium
0.894,0.584,4,135,6,0,0,0,IT,low
0.242,0.622,6,270,2,0,0,0,sales,medium
0.474,0.293,4,209,6,0,1,0,hr,low
0.639,0.874,3,196,10,1,0,0,IT,low
0.618,0.337,4,237,3,0,1,0,product_mng,high
0.917,0.371,4,194,6,0,0,0,product_mng,low
0.389,0.593,4,303,9,0,1,1,marketing,medium
0.438,0.819,5,245,7,0,1,0,hr,low
0.454,0.186,3,182,3,0,0,0,technical,low
0.48,0.509,4,177,5,0,0,0,sales,low
0.772,0.751,5,214,10,0,0,0,support,high
0.848,0.219,3,196,1,0,0,0,IT,low
0.749,0.5,4,251,3,0,0,0,sales,low
0.737,0.439,4,216,3,0,1,0,sales,low
0.309,0.671,4,300,4,0,0,0,product_mng,medium
0.755,0.758,4,209,9,0,0,1,support,medium
0.517,0.676,4,240,2,0,0,0,product_mng,medium
0.364,0.734,4,117,6,0,0,0,support,high
0.274,0.733,4,195,4,1,0,0,IT,low
0.194,0.257,4,220,3,0,0,0,hr,low
0.47,0.148,4,177,6,0,0,0,accounting,high
0.406,0.59,6,281,6,0,0,0,technical,low
0.316,0.372,5,208,5,0,0,0,sales,high
0.513,0.66,3,225,1,0,0,0,sales,low
0.067,0.177,5,187,6,0,0,0,accounting,low
0.249,0.786,3,183,6,0,0,0,accounting,low
0.215,0.741,3,222,2,0,0,0,sales,high
0.601,0.665,7,165,4,0,0,0,IT,low
0.687,0.513,4,144,7,0,0,0,RandD,high
0.461,0.556,6,190,3,0,0,0,technical,low
0.69,0.668,3,177,3,0,0,0,support,low
0.603,0.687,6,215,1,0,1,0,support,low
0.572,0.561,6,190,3,0,0,0,marketing,low
0.291,0.361,4,160,3,0,0,0,technical,medium
0.122,0.817,5,169,6,0,0,0,support,medium
0.66,0.556,4,228,1,0,0,0,sales,low
0.607,0.873,4,185,4,0,0,0,sales,low
0.37,0.12,5,180,3,0,0,0,hr,low
0.395,0.465,5,180,4,0,0,0,product_mng,low
0.522,0.677,5,186,1,0,0,0,management,low
0.809,0.458,7,214,3,0,0,1,hr,medium
0.85,0.485,2,90,5,0,0,0,product_mng,high
0.263,0.483,5,224,2,0,1,0,sales,low
0.263,0.615,3,158,4,0,0,0,technical,low
0.565,0.526,3,224,3,0,0,0,marketing,medium
0.64,0.545,3,156,3,0,0,0,technical,medium
0.636,0.475,5,210,3,0,0,0,sales,medium
0.829,0.151,4,210,3,0,0,0,RandD,low
0.966,0.709,5,267,2,0,0,0,support,medium
0.128,0.348,5,220,2,0,0,0,sales,medium
0.507,0.418,4,196,10,0,0,0,sales,low
0.129,0.565,4,159,8,0,0,0,support,medium
0.292,0.522,4,168,1,0,0,0,hr,low
0.273,0.25,4,204,2,0,0,0,management,low
0.723,0.502,3,266,6,0,0,0,sales,low
0.644,0.226,4,180,2,0,0,0,technical,medium
0.355,0.484,3,152,3,0,0,0,hr,medium
0.379,0.845,5,223,1,0,0,0,technical,low
0.541,0.686,4,231,1,0,0,0,technical,low
0.566,0.363,5,237,4,0,0,0,IT,medium
0.17,0.693,3,131,6,0,0,0,sales,medium
0.474,0.601,4,239,2,0,0,0,product_mng,medium
0.22,0.645,6,209,4,0,0,0,product_mng,high
0.681,0.723,4,237,5,0,0,0,accounting,low
0.748,0.706,6,253,9,1,0,0,IT,high
0.564,0.568,4,236,10,1,0,0,product_mng,low
0.264,0.615,6,184,3,0,0,0,RandD,low
0.672,0.236,4,225,2,0,0,0,product_mng,low
0.398,0.559,3,260,4,0,0,0,technical,medium
0.108,0.451,4,167,2,0,0,0,sales,high
0.275,0.207,5,159,3,0,0,0,product_mng,high
0.708,0.756,5,212,4,0,0,0,support,low
0.39,0.375,4,204,1,0,0,0,sales,low
0.324,0.093,4,185,3,0,0,0,sales,medium
0.611,0.307,3,218,3,0,0,0,product_mng,low
0.743,0.608,3,212,1,0,0,0,marketing,medium
0.791,0.245,3,174,2,0,0,0,IT,high
0.266,0.92,4,211,3,0,0,0,product_mng,low
0.34,0.697,3,255,2,0,0,0,support,low
0.452,0.443,6,159,4,0,0,0,support,medium
0.783,0.671,2,215,2,0,0,0,technical,low
0.677,0.941,5,170,2,0,0,0,sales,low
0.385,0.835,4,248,3,0,0,0,management,medium
0.388,0.701,5,138,6,0,0,0,marketing,low
0.772,0.504,3,264,4,0,0,0,IT,low
0.501,0.411,6,190,4,0,0,0,support,high
0.505,0.294,4,191,3,0,0,0,product_mng,low
0.559,0.62,7,230,3,0,0,0,accounting,low
0.927,0.529,5,273,5,0,0,0,RandD,medium
0.681,0.542,5,231,3,0,0,0,sales,low
0.472,0.727,2,222,4,0,0,0,technical,low
0.136,0.539,2,214,4,0,0,0,product_mng,low
0.152,0.546,3,232,9,0,0,0,technical,low
0.318,0.895,5,195,2,0,0,0,support,low
0.124,0.553,4,102,1,0,0,0,technical,low
0.384,0.775,5,219,4,0,1,0,marketing,medium
0.456,0.905,5,194,2,0,0,0,technical,low
0.457,0.326,5,154,9,0,1,0,technical,medium
0.598,0.161,7,165,5,0,0,0,marketing,high
0.373,0.738,4,164,2,0,0,0,technical,low
0.27,0.92,4,204,4,0,0,0,management,low
0.605,0.913,4,167,2,0,0,0,hr,high
0.109,0.425,7,187,6,0,1,0,support,low
0.85,0.655,5,176,3,0,0,0,management,high
0.16,0.472,5,135,7,0,0,0,support,medium
0.607,0.246,5,212,3,1,0,0,hr,low
0.7,0.418,3,206,1,0,0,0,support,low
0.728,0.54,5,144,3,1,0,0,technical,low
0.45,0.717,3,287,5,0,0,0,sales,medium
0.445,0.757,4,224,4,0,1,0,management,low
0.368,0.694,3,198,5,0,0,0,sales,low
0.054,0.689,4,159,4,0,0,0,sales,medium
0.72,0.167,6,184,4,0,0,0,technical,low
0.495,0.298,4,163,2,0,0,0,support,low
0.691,0.908,4,209,4,0,0,0,management,low
0.324,0.404,4,252,8,0,0,0,RandD,low
0.396,0.477,7,184,5,0,0,0,IT,low
0.385,0.8,6,257,2,0,0,0,RandD,high
0.35,0.843,4,180,3,0,0,0,technical,low
0.726,0.688,7,241,6,1,0,0,product_mng,low
0.423,0.599,5,249,1,0,0,0,technical,low
0.762,0.432,3,231,2,0,0,0,IT,high
0.348,0.277,7,194,1,0,0,0,IT,high
0.726,0.396,5,148,3,0,0,0,support,medium
0.501,0.463,4,139,4,1,0,0,sales,low
0.714,0.536,7,242,4,0,0,0,RandD,medium
0.161,0.857,4,234,3,0,0,0,sales,low
0.442,0.353,3,241,2,0,0,0,IT,low
0.388,0.18,3,175,3,0,0,0,support,low
0.527,0.543,4,283,2,0,0,0,IT,low
0.374,0.634,3,184,4,0,0,0,support,high
0.699,0.918,3,231,4,1,0,0,marketing,medium
0.24,0.588,6,152,2,0,0,0,support,low
0.722,0.772,4,172,3,0,0,0,sales,low
0.716,0.115,5,205,4,0,0,0,technical,medium
0.157,0.759,4,113,2,0,0,0,support,low
0.344,0.308,4,136,2,1,0,0,product_mng,high
0.835,0.318,7,260,6,0,1,0,hr,low
0.282,0.746,2,200,3,0,0,0,support,low
0.409,0.773,3,211,3,0,0,0,support,medium
0.17,0.919,3,168,10,0,0,0,support,medium
0.734,0.792,4,246,3,0,0,0,RandD,medium
0.705,0.908,7,196,3,0,0,0,sales,low
0.433,0.446,4,217,3,0,0,0,support,low
0.764,0.947,4,153,2,0,0,0,marketing,low
0.516,0.145,5,272,4,0,0,1,IT,high
0.79,0.825,7,225,5,0,0,0,hr,high
0.398,0.429,3,226,2,1,0,0,hr,low
0.459,0.914,4,262,4,0,0,0,hr,medium
0.68,0.794,5,171,5,0,0,0,product_mng,low
0.597,0.409,3,229,4,0,0,0,product_mng,medium
0.378,0.387,3,191,8,0,0,0,product_mng,low
0.896,0.851,4,206,4,0,0,0,sales,low
0.385,0.705,5,275,2,0,1,0,accounting,low
0.902,0.251,4,181,9,1,0,0,technical,low
0.725,0.535,6,159,5,0,0,0,technical,low
0.567,0.655,4,183,5,0,0,0,technical,low
0.721,0.55,4,204,4,0,0,0,sales,low
0.681,0.437,4,196,3,1,0,0,support,low
0.582,0.291,3,238,9,0,0,0,marketing,low
0.403,0.414,3,208,5,0,0,0,technical,medium
0.642,0.772,5,172,2,0,0,0,technical,low
0.845,0.861,4,226,3,0,0,0,product_mng,low
0.299,0.751,3,207,7,0,1,0,sales,low
0.745,0.534,4,165,4,0,0,0,support,high
0.337,0.864,2,220,2,0,0,0,sales,high
0.475,0.326,4,199,2,0,0,0,technical,low
0.977,0.472,4,156,2,0,0,0,sales,medium
0.793,0.766,6,191,1,0,0,0,support,low
0.206,0.43,5,180,4,0,0,0,sales,low
0.661,0.743,4,195,4,0,0,0,hr,medium
0.16,0.616,4,211,3,0,0,0,sales,high
0.811,0.221,7,199,3,0,0,0,RandD,low
0.821,0.547,3,164,1,0,0,0,product_mng,low
0.742,0.446,5,261,3,0,0,0,sales,low
0.506,0.536,5,189,4,0,0,0,marketing,medium
0.283,0.821,4,222,3,0,0,0,sales,medium
0.425,0.469,3,253,2,0,0,0,IT,low
0.609,0.229,3,201,3,0,0,0,technical,medium
0.21,0.734,4,190,2,0,0,1,sales,medium
0.428,0.096,3,204,3,0,0,0,management,low
0.777,0.603,4,211,4,0,0,1,RandD,low
0.119,0.82,5,234,2,0,0,0,marketing,low
0.379,0.9,4,263,6,0,1,0,sales,low
0.503,0.608,5,192,3,0,0,0,support,low
0.423,0.69,7,96,1,0,0,0,hr,high
0.071,0.487,3,241,1,0,1,0,product_mng,low
0.648,0.645,4,151,5,0,0,0,IT,low
0.622,0.428,4,275,10,0,0,0,technical,medium
0.749,0.098,5,244,1,1,0,0,IT,medium
0.833,0.4,4,154,2,0,0,0,technical,low
0.764,0.631,3,182,5,0,0,0,hr,low
0.88,0.485,4,216,2,0,0,0,IT,low
0.504,0.215,6,269,6,1,1,0,support,low
0.885,0.73,4,195,5,0,0,0,accounting,low
0.684,0.504,5,177,3,0,0,0,support,medium
0.548,0.504,4,188,1,0,0,0,IT,low
0.612,0.141,6,112,2,0,0,0,sales,low
0.29,0.691,4,249,3,0,0,0,technical,low
0.818,0.816,4,251,9,0,0,0,sales,low
0.798,0.415,5,192,7,0,0,0,technical,low
0.4,0.709,4,262,1,0,1,0,technical,low
0.243,0.576,5,130,6,0,0,0,sales,medium
0.618,0.488,5,213,4,0,0,1,sales,medium
0.228,0.633,6,234,4,0,0,0,technical,medium
0.526,0.8,3,233,4,0,1,0,technical,low
0.682,0.888,4,253,7,0,0,0,technical,low
0.82,0.538,4,165,7,0,0,0,technical,high
0.281,0.606,6,190,4,0,1,0,accounting,low
0.542,0.88,3,259,4,0,0,0,RandD,low
0.412,0.695,3,137,2,1,0,0,hr,high
0.908,0.649,6,227,1,0,0,0,hr,medium
0.882,0.49,4,203,6,0,0,0,sales,low
0.207,0.59,5,243,3,0,0,0,technical,medium
0.264,0.274,4,197,4,0,0,0,technical,low
0.533,0.928,6,196,6,1,1,0,accounting,medium
0.775,0.817,3,248,7,0,0,0,management,medium
0.732,0.857,3,224,4,0,0,0,RandD,medium
0.729,0.149,4,121,2,0,0,0,sales,low
0.774,0.177,6,195,4,0,0,0,product_mng,low
0.671,0.883,4,270,3,0,0,0,hr,medium
0.426,0.342,5,229,1,0,0,0,technical,low
0.76,0.283,6,189,10,0,0,0,technical,low
0.867,0.585,3,258,3,0,0,0,IT,medium
0.609,0.737,4,260,4,0,0,0,support,low
0.641,0.074,3,131,6,1,0,0,RandD,low
0.229,0.343,5,244,4,0,0,0,support,medium
0.249,0.806,5,169,2,0,1,0,sales,medium
0.821,0.462,3,263,2,0,0,1,accounting,high
0.315,0.241,6,138,7,0,0,0,product_mng,low
0.644,0.647,4,154,3,1,0,0,hr,low
0.322,0.587,3,171,3,0,0,0,IT,low
0.105,0.475,3,136,4,1,0,0,management,low
0.08,0.53,6,261,2,0,0,0,hr,high
0.72,0.231,4,255,3,0,0,0,RandD,low
0.388,0.693,5,163,5,0,0,0,support,low
0.47,0.722,4,238,5,0,0,0,support,medium
0.556,0.947,3,159,3,0,0,0,sales,low
0.843,0.668,4,167,1,0,0,0,support,low
0.611,0.542,7,90,3,0,0,0,support,medium
0.472,0.386,4,175,4,0,0,0,sales,high
0.562,0.345,3,257,7,0,1,0,accounting,low
0.214,0.425,3,235,5,0,0,0,technical,low
0.773,0.669,3,192,2,0,0,0,hr,low
0.318,0.379,6,254,3,0,0,0,accounting,low
0.124,0.418,7,148,3,0,0,0,sales,medium
0.712,0.484,3,223,5,0,0,0,sales,high
0.965,0.366,2,183,9,0,0,0,accounting,low
0.556,0.705,4,244,2,1,0,0,product_mng,high
0.098,0.494,4,157,3,0,0,0,product_mng,medium
0.527,0.681,5,198,4,0,0,0,RandD,medium
0.61,0.449,4,90,2,0,0,0,technical,medium
0.418,0.218,4,145,3,0,0,0,IT,medium
0.75,0.286,3,121,6,0,0,0,sales,medium
0.892,0.872,4,143,3,0,0,0,technical,high
0.576,0.489,4,179,2,0,0,0,technical,low
0.312,0.675,3,147,3,1,0,0,support,medium
0.467,0.717,4,168,5,0,0,0,sales,low
0.726,0.636,3,211,3,0,0,0,sales,medium
0.376,0.506,6,191,4,0,0,0,support,medium
0.679,0.593,4,258,6,0,0,1,support,low
0.02,0.963,5,213,2,0,1,0,sales,medium
0.344,0.828,4,178,6,0,0,0,accounting,low
0.466,0.54,4,212,3,0,0,0,sales,low
0.321,0.773,4,232,5,0,1,0,technical,low
0.43,0.31,3,184,7,0,0,0,sales,low
0.539,0.316,7,241,8,0,0,0,management,low
0.212,0.466,4,123,3,0,0,0,accounting,low
0.273,0.519,4,154,10,0,0,0,technical,low
0.916,0.959,4,306,4,0,0,0,support,low
0.36,0.578,4,157,5,0,0,0,sales,low
0.196,0.671,3,141,3,0,0,0,technical,low
0.761,0.35,3,237,3,0,0,0,sales,low
0.607,0.533,5,243,4,0,0,0,technical,medium
0.699,0.57,2,196,2,0,0,0,sales,low
0.594,0.425,5,167,7,0,0,0,technical,low
0.692,0.482,3,191,7,0,0,0,sales,medium
0.869,0.528,5,220,9,0,1,0,accounting,medium
0.538,0.847,4,176,3,1,0,0,technical,low
0.764,0.348,3,226,2,0,0,0,hr,low
0.877,0.458,5,183,3,0,0,0,hr,low
0.678,0.649,4,193,4,0,0,0,support,medium
0.183,0.749,3,209,1,0,0,0,sales,low
0.702,0.097,4,90,4,0,0,0,marketing,low
0.387,0.318,4,203,1,0,0,0,management,medium
0.58,0.661,4,189,5,0,0,0,support,low
0.557,0.384,3,203,3,0,0,0,technical,low
0.348,0.79,2,99,2,0,0,0,technical,low
0.569,0.104,5,168,1,0,0,0,product_mng,low
0.619,0.409,2,231,4,1,0,0,product_mng,medium
0.329,0.151,4,157,3,0,0,0,support,high
0.481,0.366,4,198,6,0,0,0,support,low
0.718,0.925,3,118,7,0,0,0,support,medium
0.453,0.678,4,180,4,0,0,0,sales,low
0.879,0.82,5,181,3,0,0,0,support,high
0.981,0.837,5,166,2,0,0,0,technical,medium
0.688,0.73,3,206,1,0,0,0,sales,low
0.073,0.756,5,192,3,0,0,0,support,high
0.536,0.346,3,191,3,0,0,0,RandD,medium
0.432,0.862,5,129,2,0,0,0,IT,low
0.715,0.864,4,205,1,0,0,0,sales,low
0.461,0.815,3,234,5,0,0,0,technical,low
0.742,0.582,6,154,4,0,0,0,technical,low
0.722,0.338,5,198,7,0,1,0,sales,medium
0.239,0.626,4,262,5,0,1,0,hr,low
0.448,0.67,3,218,1,1,0,0,marketing,high
0.719,0.971,3,189,4,0,0,0,support,high
0.372,0.602,5,241,7,0,1,0,support,medium
0.832,0.622,6,250,4,0,0,0,support,low
0.417,0.319,6,234,4,0,0,0,sales,high
0.38,0.472,4,211,7,0,0,0,sales,low
0.465,0.336,3,215,4,0,0,0,IT,medium
0.527,0.807,3,152,8,0,0,0,technical,high
0.616,0.608,4,153,5,1,0,0,RandD,medium
0.719,0.391,5,310,2,0,0,1,IT,low
0.56,0.867,5,196,1,0,0,0,sales,medium
0.77,0.408,6,195,6,0,0,0,technical,low
0.203,0.615,3,133,4,1,0,0,IT,low
0.412,0.702,3,212,5,0,0,0,product_mng,low
0.413,0.318,4,114,1,0,0,0,hr,low
0.422,0.613,5,257,1,1,0,0,management,medium
0.691,0.843,4,167,7,0,0,0,support,medium
0.134,0.039,4,310,2,0,1,0,RandD,low
0.361,0.928,5,196,5,0,0,0,IT,low
0.695,0.672,5,224,1,0,0,0,sales,low
0.906,0.482,3,139,5,0,0,0,management,low
0.402,0.85,4,187,6,0,0,0,sales,low
0.661,0.642,4,138,4,0,0,0,technical,high
0.156,0.644,4,205,9,0,1,0,support,low
0.573,0.728,4,207,3,0,0,0,sales,medium
0.585,0.754,4,111,1,0,0,0,marketing,medium
0.411,0.688,4,157,5,0,0,0,support,medium
0.496,0.528,5,207,4,0,1,1,accounting,medium
0.499,0.304,3,193,4,0,0,0,support,medium
0.57,0.842,3,223,8,0,0,0,product_mng,medium
0.803,0.226,3,142,2,0,0,0,support,medium
0.749,0.642,5,160,2,1,0,0,RandD,low
0.777,0.708,4,170,3,0,0,0,accounting,medium
0.319,0.506,3,176,4,0,0,0,sales,low
0.927,0.798,3,182,6,0,0,0,support,low
0.782,0.533,3,194,4,0,0,0,support,low
0.593,0.438,7,250,6,0,0,0,product_mng,low
0.315,0.437,4,220,4,0,0,0,sales,low
0.273,0.706,4,216,5,0,0,0,technical,medium
0.525,0.465,5,182,6,0,0,0,product_mng,high
0.301,0.437,4,196,10,0,1,0,technical,low
0.526,0.595,6,175,5,0,1,0,support,medium
0.389,0.391,5,219,1,0,0,0,sales,low
0.22,0.305,3,232,6,0,0,1,sales,low
0.173,0.657,5,262,4,0,0,0,technical,medium
0.442,0.214,3,170,2,0,0,0,sales,low
0.335,0.841,4,195,4,0,0,0,RandD,low
0.444,0.884,7,265,6,0,1,0,hr,low
0.234,0.828,3,176,2,0,0,0,support,high
0.347,0.529,6,190,4,0,0,0,technical,low
0.617,0.16,5,137,9,0,0,0,sales,low
0.503,0.277,5,164,4,0,0,0,product_mng,low
0.943,0.787,7,202,10,0,0,0,support,low
0.593,0.763,6,156,6,0,1,0,sales,low
0.179,0.508,6,198,3,0,0,0,technical,low
0.606,0.386,3,156,2,0,0,0,sales,medium
0.843,0.567,4,198,5,0,1,1,accounting,high
0.571,0.498,4,215,5,0,1,0,marketing,low
0.48,0.565,3,221,6,0,0,0,support,low
0.83,0.552,3,196,1,0,0,0,sales,low
0.661,0.755,5,256,9,0,0,0,marketing,low
0.844,0.813,5,191,2,0,0,0,support,low
0.334,0.652,4,271,4,0,0,0,product_mng,low
0.506,0.552,5,178,2,0,0,0,accounting,high
0.167,0.288,4,209,2,0,0,0,technical,medium
0.288,0.408,5,226,2,0,0,0,support,low
0.447,0.508,5,197,7,0,0,0,product_mng,medium
0.295,0.414,5,188,3,0,0,0,IT,medium
0.044,0.871,4,200,3,0,1,0,sales,low
0.29,0.385,5,202,6,0,0,0,technical,low
0.746,0.846,4,187,2,1,0,0,technical,low
0.396,0.843,7,266,7,0,0,0,hr,low
0.132,0.511,3,181,1,0,0,0,support,low
0.617,0.577,7,158,7,1,0,0,technical,low
0.284,0.703,3,211,3,0,0,0,hr,medium
0.82,0.281,4,140,2,0,0,1,sales,medium
0.181,0.585,5,247,10,0,1,0,IT,medium
0.223,0.815,6,196,3,1,0,0,technical,low
0.502,0.553,5,214,4,0,0,0,product_mng,low
0.066,0.64,3,144,3,0,0,0,product_mng,high
0.741,0.484,4,172,6,0,0,0,support,low
0.505,0.776,5,204,6,1,0,1,management,low
0.713,0.737,3,243,2,1,0,0,management,low
0.419,0.842,5,192,3,1,0,0,IT,medium
0.466,0.69,3,220,4,0,0,0,support,high
0.745,0.55,3,126,6,0,0,0,technical,low
0.279,0.779,4,249,5,0,0,0,support,medium
0.384,0.624,3,199,3,0,0,0,support,low
0.975,0.415,2,188,10,1,0,0,marketing,low
0.703,0.773,4,230,2,0,0,0,accounting,medium
0.309,0.442,4,191,5,0,0,0,technical,low
0.935,0.152,3,234,3,0,0,0,IT,high
0.145,0.507,3,217,1,1,0,0,management,medium
0.107,0.223,4,256,3,0,0,0,product_mng,low
0.398,0.658,3,217,9,0,1,0,sales,medium
0.745,0.219,3,248,5,1,0,0,product_mng,high
0.925,0.33,2,215,1,0,0,0,sales,medium
0.523,0.359,5,254,3,0,0,0,technical,low
0.654,0.246,7,210,4,0,0,0,technical,low
0.652,0.825,3,187,6,0,0,0,sales,low
0.774,0.258,4,241,1,0,0,0,IT,low
0.653,0.964,4,229,3,0,0,0,sales,low
0.548,0.623,4,212,2,0,0,0,support,high
0.659,0.796,4,175,5,0,0,0,sales,low
0.503,0.567,3,176,2,0,0,0,technical,medium
0.514,0.788,3,251,5,0,0,0,accounting,medium
0.523,0.6,5,205,2,0,0,0,sales,low
0.171,0.775,4,213,3,0,0,0,technical,medium
0.265,0.607,3,207,1,0,0,0,product_mng,low
0.626,0.179,3,182,6,1,0,0,hr,low
0.757,0.456,4,137,5,0,0,0,support,low
0.49,0.518,4,158,3,0,0,0,sales,low
0.424,0.676,5,161,2,0,0,0,support,medium
0.245,0.703,4,243,5,0,0,0,sales,low
0.216,0.154,6,171,2,0,0,0,hr,high
0.343,0.673,5,236,3,0,0,0,IT,low
0.266,0.659,4,283,2,0,0,0,RandD,low
0.358,0.74,5,232,3,0,0,0,support,medium
0.336,0.796,3,160,3,0,0,0,IT,high
0.297,0.529,4,175,6,0,0,0,RandD,high
0.498,0.759,2,188,5,0,0,0,sales,medium
0.67,0.454,5,277,2,1,0,0,technical,low
0.346,0.526,6,167,3,0,0,0,product_mng,high
0.64,0.74,4,203,1,0,0,0,hr,low
0.633,0.242,4,129,1,0,0,0,marketing,high
0.931,0.817,3,222,4,1,0,0,support,low
0.385,0.659,2,175,4,0,0,0,IT,low
0.574,0.942,4,250,8,0,0,0,marketing,low
0.324,0.726,2,157,5,0,0,0,IT,low
0.401,0.713,4,152,2,0,0,0,sales,low
0.372,0.492,5,154,4,0,0,0,technical,low
0.56,0.728,4,241,9,0,0,0,support,medium
0.319,0.731,4,212,4,0,0,0,RandD,low
0.855,0.742,4,261,3,0,0,0,product_mng,low
0.804,0.695,3,157,4,0,0,0,sales,low
0.162,0.619,4,166,1,0,0,0,support,medium
0.624,0.266,4,153,1,0,0,0,management,low
0.447,0.562,4,156,5,0,0,0,support,low
0.626,0.524,5,255,6,0,0,0,support,low
